ProductKey,EnglishProductName,EnglishProductCategoryName,EnglishProductSubcategoryName,StandardCost,ListPrice,StartDate,end_date
281,"LL Road Frame - Black, 44",Components,Road Frames,204.6251,337.22,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
282,"LL Road Frame - Black, 48",Components,Road Frames,176.1997,297.6346,2011-07-01 00:00:00.000,2011-07-02 00:00:00.000
283,"LL Road Frame - Black, 48",Components,Road Frames,170.1428,306.5636,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
284,"LL Road Frame - Black, 48",Components,Road Frames,204.6251,337.22,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
285,"LL Road Frame - Black, 52",Components,Road Frames,176.1997,297.6346,2011-07-01 00:00:00.000,2011-07-02 00:00:00.000
286,"LL Road Frame - Black, 52",Components,Road Frames,170.1428,306.5636,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
287,"LL Road Frame - Black, 52",Components,Road Frames,204.6251,337.22,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
288,"HL Mountain Frame - Silver, 42",Components,Mountain Frames,623.8403,1204.3248,2011-07-01 00:00:00.000,2011-07-02 00:00:00.000
289,"HL Mountain Frame - Silver, 42",Components,Mountain Frames,660.9142,1240.4545,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
290,"HL Mountain Frame - Silver, 42",Components,Mountain Frames,747.2002,1364.50,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
291,"HL Mountain Frame - Silver, 44",Components,Mountain Frames,706.811,1364.50,2011-07-01 00:00:00.000,2011-07-02 00:00:00.000
292,"HL Mountain Frame - Silver, 48",Components,Mountain Frames,706.811,1364.50,2011-07-01 00:00:00.000,2011-07-02 00:00:00.000
293,"HL Mountain Frame - Silver, 46",Components,Mountain Frames,623.8403,1204.3248,2011-07-01 00:00:00.000,2011-07-02 00:00:00.000
294,"HL Mountain Frame - Silver, 46",Components,Mountain Frames,660.9142,1240.4545,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
295,"HL Mountain Frame - Silver, 46",Components,Mountain Frames,747.2002,1364.50,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
296,"HL Mountain Frame - Black, 42",Components,Mountain Frames,617.0281,1191.1739,2011-07-01 00:00:00.000,2011-07-02 00:00:00.000
297,"HL Mountain Frame - Black, 42",Components,Mountain Frames,653.6971,1226.9091,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
298,"HL Mountain Frame - Black, 42",Components,Mountain Frames,739.041,1349.60,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
299,"HL Mountain Frame - Black, 44",Components,Mountain Frames,699.0928,1349.60,2011-07-01 00:00:00.000,2011-07-02 00:00:00.000
300,"HL Mountain Frame - Black, 48",Components,Mountain Frames,699.0928,1349.60,2011-07-01 00:00:00.000,2011-07-02 00:00:00.000
301,"HL Mountain Frame - Black, 46",Components,Mountain Frames,617.0281,1191.1739,2011-07-01 00:00:00.000,2011-07-02 00:00:00.000
302,"HL Mountain Frame - Black, 46",Components,Mountain Frames,653.6971,1226.9091,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
303,"HL Mountain Frame - Black, 46",Components,Mountain Frames,739.041,1349.60,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
304,"HL Mountain Frame - Black, 38",Components,Mountain Frames,617.0281,1191.1739,2011-07-01 00:00:00.000,2011-07-03 00:00:00.000
305,"HL Mountain Frame - Black, 38",Components,Mountain Frames,653.6971,1226.9091,2012-07-01 00:00:00.000,2012-07-03 00:00:00.000
306,"HL Mountain Frame - Black, 38",Components,Mountain Frames,739.041,1349.60,2013-07-01 00:00:00.000,2013-07-03 00:00:00.000
307,"HL Mountain Frame - Silver, 38",Components,Mountain Frames,623.8403,1204.3248,2011-07-01 00:00:00.000,2011-07-03 00:00:00.000
308,"HL Mountain Frame - Silver, 38",Components,Mountain Frames,660.9142,1240.4545,2012-07-01 00:00:00.000,2012-07-03 00:00:00.000
309,"HL Mountain Frame - Silver, 38",Components,Mountain Frames,747.2002,1364.50,2013-07-01 00:00:00.000,2013-07-03 00:00:00.000
310,"Road-150 Red, 62",Bikes,Road Bikes,2171.2942,3578.27,2011-07-01 00:00:00.000,2011-07-05 00:00:00.000
311,"Road-150 Red, 44",Bikes,Road Bikes,2171.2942,3578.27,2011-07-01 00:00:00.000,2011-07-05 00:00:00.000
312,"Road-150 Red, 48",Bikes,Road Bikes,2171.2942,3578.27,2011-07-01 00:00:00.000,2011-07-05 00:00:00.000
313,"Road-150 Red, 52",Bikes,Road Bikes,2171.2942,3578.27,2011-07-01 00:00:00.000,2011-07-05 00:00:00.000
314,"Road-150 Red, 56",Bikes,Road Bikes,2171.2942,3578.27,2011-07-01 00:00:00.000,2011-07-05 00:00:00.000
315,"Road-450 Red, 58",Bikes,Road Bikes,884.7083,1457.99,2011-07-01 00:00:00.000,2011-07-05 00:00:00.000
316,"Road-450 Red, 60",Bikes,Road Bikes,884.7083,1457.99,2011-07-01 00:00:00.000,2011-07-05 00:00:00.000
317,"Road-450 Red, 44",Bikes,Road Bikes,884.7083,1457.99,2011-07-01 00:00:00.000,2011-07-05 00:00:00.000
318,"Road-450 Red, 48",Bikes,Road Bikes,884.7083,1457.99,2011-07-01 00:00:00.000,2011-07-05 00:00:00.000
319,"Road-450 Red, 52",Bikes,Road Bikes,884.7083,1457.99,2011-07-01 00:00:00.000,2011-07-05 00:00:00.000
320,"Road-650 Red, 58",Bikes,Road Bikes,413.1463,699.0982,2011-07-01 00:00:00.000,2011-07-05 00:00:00.000
321,"Road-650 Red, 58",Bikes,Road Bikes,486.7066,782.99,2012-07-01 00:00:00.000,2012-07-05 00:00:00.000
322,"Road-650 Red, 60",Bikes,Road Bikes,413.1463,699.0982,2011-07-01 00:00:00.000,2011-07-05 00:00:00.000
323,"Road-650 Red, 60",Bikes,Road Bikes,486.7066,782.99,2012-07-01 00:00:00.000,2012-07-05 00:00:00.000
324,"Road-650 Red, 62",Bikes,Road Bikes,413.1463,699.0982,2011-07-01 00:00:00.000,2011-07-05 00:00:00.000
325,"Road-650 Red, 62",Bikes,Road Bikes,486.7066,782.99,2012-07-01 00:00:00.000,2012-07-05 00:00:00.000
326,"Road-650 Red, 44",Bikes,Road Bikes,413.1463,699.0982,2011-07-01 00:00:00.000,2011-07-05 00:00:00.000
327,"Road-650 Red, 44",Bikes,Road Bikes,486.7066,782.99,2012-07-01 00:00:00.000,2012-07-05 00:00:00.000
328,"Road-650 Red, 48",Bikes,Road Bikes,413.1463,699.0982,2011-07-01 00:00:00.000,2011-07-05 00:00:00.000
329,"Road-650 Red, 48",Bikes,Road Bikes,486.7066,782.99,2012-07-01 00:00:00.000,2012-07-05 00:00:00.000
330,"Road-650 Red, 52",Bikes,Road Bikes,413.1463,699.0982,2011-07-01 00:00:00.000,2011-07-05 00:00:00.000
331,"Road-650 Red, 52",Bikes,Road Bikes,486.7066,782.99,2012-07-01 00:00:00.000,2012-07-05 00:00:00.000
332,"Road-650 Black, 58",Bikes,Road Bikes,413.1463,699.0982,2011-07-01 00:00:00.000,2011-07-05 00:00:00.000
333,"Road-650 Black, 58",Bikes,Road Bikes,486.7066,782.99,2012-07-01 00:00:00.000,2012-07-05 00:00:00.000
334,"Road-650 Black, 60",Bikes,Road Bikes,413.1463,699.0982,2011-07-01 00:00:00.000,2011-07-05 00:00:00.000
335,"Road-650 Black, 60",Bikes,Road Bikes,486.7066,782.99,2012-07-01 00:00:00.000,2012-07-05 00:00:00.000
336,"Road-650 Black, 62",Bikes,Road Bikes,413.1463,699.0982,2011-07-01 00:00:00.000,2011-07-05 00:00:00.000
337,"Road-650 Black, 62",Bikes,Road Bikes,486.7066,782.99,2012-07-01 00:00:00.000,2012-07-05 00:00:00.000
338,"Road-650 Black, 44",Bikes,Road Bikes,413.1463,699.0982,2011-07-01 00:00:00.000,2011-07-05 00:00:00.000
339,"Road-650 Black, 44",Bikes,Road Bikes,486.7066,782.99,2012-07-01 00:00:00.000,2012-07-05 00:00:00.000
340,"Road-650 Black, 48",Bikes,Road Bikes,413.1463,699.0982,2011-07-01 00:00:00.000,2011-07-05 00:00:00.000
341,"Road-650 Black, 48",Bikes,Road Bikes,486.7066,782.99,2012-07-01 00:00:00.000,2012-07-05 00:00:00.000
342,"Road-650 Black, 52",Bikes,Road Bikes,413.1463,699.0982,2011-07-01 00:00:00.000,2011-07-05 00:00:00.000
343,"Road-650 Black, 52",Bikes,Road Bikes,486.7066,782.99,2012-07-01 00:00:00.000,2012-07-05 00:00:00.000
344,"Mountain-100 Silver, 38",Bikes,Mountain Bikes,1912.1544,3399.99,2011-07-01 00:00:00.000,2011-07-05 00:00:00.000
345,"Mountain-100 Silver, 42",Bikes,Mountain Bikes,1912.1544,3399.99,2011-07-01 00:00:00.000,2011-07-05 00:00:00.000
346,"Mountain-100 Silver, 44",Bikes,Mountain Bikes,1912.1544,3399.99,2011-07-01 00:00:00.000,2011-07-05 00:00:00.000
347,"Mountain-100 Silver, 48",Bikes,Mountain Bikes,1912.1544,3399.99,2011-07-01 00:00:00.000,2011-07-05 00:00:00.000
348,"Mountain-100 Black, 38",Bikes,Mountain Bikes,1898.0944,3374.99,2011-07-01 00:00:00.000,2011-07-05 00:00:00.000
349,"Mountain-100 Black, 42",Bikes,Mountain Bikes,1898.0944,3374.99,2011-07-01 00:00:00.000,2011-07-05 00:00:00.000
350,"Mountain-100 Black, 44",Bikes,Mountain Bikes,1898.0944,3374.99,2011-07-01 00:00:00.000,2011-07-05 00:00:00.000
351,"Mountain-100 Black, 48",Bikes,Mountain Bikes,1898.0944,3374.99,2011-07-01 00:00:00.000,2011-07-05 00:00:00.000
352,"Mountain-200 Silver, 38",Bikes,Mountain Bikes,1117.8559,2071.4196,2012-07-01 00:00:00.000,2012-07-05 00:00:00.000
353,"Mountain-200 Silver, 38",Bikes,Mountain Bikes,1265.6195,2319.99,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
354,"Mountain-200 Silver, 42",Bikes,Mountain Bikes,1117.8559,2071.4196,2012-07-01 00:00:00.000,2012-07-05 00:00:00.000
355,"Mountain-200 Silver, 42",Bikes,Mountain Bikes,1265.6195,2319.99,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
356,"Mountain-200 Silver, 46",Bikes,Mountain Bikes,1117.8559,2071.4196,2012-07-01 00:00:00.000,2012-07-05 00:00:00.000
357,"Mountain-200 Silver, 46",Bikes,Mountain Bikes,1265.6195,2319.99,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
358,"Mountain-200 Black, 38",Bikes,Mountain Bikes,1105.81,2049.0982,2012-07-01 00:00:00.000,2012-07-05 00:00:00.000
359,"Mountain-200 Black, 38",Bikes,Mountain Bikes,1251.9813,2294.99,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
360,"Mountain-200 Black, 42",Bikes,Mountain Bikes,1105.81,2049.0982,2012-07-01 00:00:00.000,2012-07-05 00:00:00.000
361,"Mountain-200 Black, 42",Bikes,Mountain Bikes,1251.9813,2294.99,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
362,"Mountain-200 Black, 46",Bikes,Mountain Bikes,1105.81,2049.0982,2012-07-01 00:00:00.000,2012-07-05 00:00:00.000
363,"Mountain-200 Black, 46",Bikes,Mountain Bikes,1251.9813,2294.99,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
364,"Mountain-300 Black, 38",Bikes,Mountain Bikes,598.4354,1079.99,2012-07-01 00:00:00.000,2012-07-05 00:00:00.000
365,"Mountain-300 Black, 40",Bikes,Mountain Bikes,598.4354,1079.99,2012-07-01 00:00:00.000,2012-07-05 00:00:00.000
366,"Mountain-300 Black, 44",Bikes,Mountain Bikes,598.4354,1079.99,2012-07-01 00:00:00.000,2012-07-05 00:00:00.000
367,"Mountain-300 Black, 48",Bikes,Mountain Bikes,598.4354,1079.99,2012-07-01 00:00:00.000,2012-07-05 00:00:00.000
368,"Road-250 Red, 44",Bikes,Road Bikes,1518.7864,2443.35,2012-07-01 00:00:00.000,2012-07-05 00:00:00.000
369,"Road-250 Red, 48",Bikes,Road Bikes,1518.7864,2443.35,2012-07-01 00:00:00.000,2012-07-05 00:00:00.000
370,"Road-250 Red, 52",Bikes,Road Bikes,1518.7864,2443.35,2012-07-01 00:00:00.000,2012-07-05 00:00:00.000
371,"Road-250 Red, 58",Bikes,Road Bikes,1320.6838,2181.5625,2012-07-01 00:00:00.000,2012-07-05 00:00:00.000
372,"Road-250 Red, 58",Bikes,Road Bikes,1554.9479,2443.35,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
373,"Road-250 Black, 44",Bikes,Road Bikes,1320.6838,2181.5625,2012-07-01 00:00:00.000,2012-07-05 00:00:00.000
374,"Road-250 Black, 44",Bikes,Road Bikes,1554.9479,2443.35,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
375,"Road-250 Black, 48",Bikes,Road Bikes,1320.6838,2181.5625,2012-07-01 00:00:00.000,2012-07-05 00:00:00.000
376,"Road-250 Black, 48",Bikes,Road Bikes,1554.9479,2443.35,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
377,"Road-250 Black, 52",Bikes,Road Bikes,1320.6838,2181.5625,2012-07-01 00:00:00.000,2012-07-05 00:00:00.000
378,"Road-250 Black, 52",Bikes,Road Bikes,1554.9479,2443.35,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
379,"Road-250 Black, 58",Bikes,Road Bikes,1320.6838,2181.5625,2012-07-01 00:00:00.000,2012-07-05 00:00:00.000
380,"Road-250 Black, 58",Bikes,Road Bikes,1554.9479,2443.35,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
381,"Road-550-W Yellow, 38",Bikes,Road Bikes,605.6492,1000.4375,2012-07-01 00:00:00.000,2012-07-05 00:00:00.000
382,"Road-550-W Yellow, 38",Bikes,Road Bikes,713.0798,1120.49,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
383,"Road-550-W Yellow, 40",Bikes,Road Bikes,605.6492,1000.4375,2012-07-01 00:00:00.000,2012-07-05 00:00:00.000
384,"Road-550-W Yellow, 40",Bikes,Road Bikes,713.0798,1120.49,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
385,"Road-550-W Yellow, 42",Bikes,Road Bikes,605.6492,1000.4375,2012-07-01 00:00:00.000,2012-07-05 00:00:00.000
386,"Road-550-W Yellow, 42",Bikes,Road Bikes,713.0798,1120.49,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
387,"Road-550-W Yellow, 44",Bikes,Road Bikes,605.6492,1000.4375,2012-07-01 00:00:00.000,2012-07-05 00:00:00.000
388,"Road-550-W Yellow, 44",Bikes,Road Bikes,713.0798,1120.49,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
389,"Road-550-W Yellow, 48",Bikes,Road Bikes,605.6492,1000.4375,2012-07-01 00:00:00.000,2012-07-05 00:00:00.000
390,"Road-550-W Yellow, 48",Bikes,Road Bikes,713.0798,1120.49,2013-07-01 00:00:00.000,2013-07-05 00:00:00.000
391,LL Fork,Components,Forks,65.8097,148.22,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
392,ML Fork,Components,Forks,77.9176,175.49,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
393,HL Fork,Components,Forks,101.8936,229.49,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
394,LL Headset,Components,Headsets,15.1848,34.20,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
395,ML Headset,Components,Headsets,45.4168,102.29,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
396,HL Headset,Components,Headsets,55.3801,124.73,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
397,LL Mountain Handlebars,Components,Handlebars,17.978,40.4909,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
398,LL Mountain Handlebars,Components,Handlebars,19.7758,44.54,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
399,ML Mountain Handlebars,Components,Handlebars,24.9932,56.2909,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
400,ML Mountain Handlebars,Components,Handlebars,27.4925,61.92,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
401,HL Mountain Handlebars,Components,Handlebars,48.5453,109.3364,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
402,HL Mountain Handlebars,Components,Handlebars,53.3999,120.27,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
403,LL Road Handlebars,Components,Handlebars,17.978,40.4909,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
404,LL Road Handlebars,Components,Handlebars,19.7758,44.54,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
405,ML Road Handlebars,Components,Handlebars,24.9932,56.2909,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
406,ML Road Handlebars,Components,Handlebars,27.4925,61.92,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
407,HL Road Handlebars,Components,Handlebars,48.5453,109.3364,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
408,HL Road Handlebars,Components,Handlebars,53.3999,120.27,2013-07-01 00:00:00.000,2013-07-02 00:00:00.000
409,"ML Mountain Frame - Black, 38",Components,Mountain Frames,185.8193,348.76,2012-07-01 00:00:00.000,2012-07-03 00:00:00.000
410,LL Mountain Front Wheel,Components,Wheels,26.9708,60.745,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
411,ML Mountain Front Wheel,Components,Wheels,92.8071,209.025,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
412,HL Mountain Front Wheel,Components,Wheels,133.2955,300.215,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
413,LL Road Front Wheel,Components,Wheels,37.9909,85.565,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
414,ML Road Front Wheel,Components,Wheels,110.2829,248.385,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
415,HL Road Front Wheel,Components,Wheels,146.5466,330.06,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
416,Touring Front Wheel,Components,Wheels,96.7964,218.01,2012-07-01 00:00:00.000,2012-07-02 00:00:00.000
417,"ML Road Frame-W - Yellow, 38",Components,Road Frames,300.1188,540.7545,2012-07-01 00:00:00.000,2012-07-03 00:00:00.000
418,"ML Road Frame-W - Yellow, 38",Components,Road Frames,360.9428,594.83,2013-07-01 00:00:00.000,2013-07-03 00:00:00.000
